Link,Price,Address,Broker Name,Broker Phone Number,Brokerage Company,Brokerage Address,Brokerage Phone Number,Brokerage Website,MLS Number,Property Description,Location Description,Property Type,Building Type,Community Name,Title,Annual Property Taxes,Parking Space,Time on Realtor,Bedrooms Above Grade,Bedrooms Below Grade,Bathrooms,Features,Cooling,Heating,Exterior Finish,Storeys,Land Size,Parking Type,Appliances Included,Flooring,Basement Features,Basement Type,Building Amenities,Pool Type,Foundation Type,Style,Utility Sewer,Water,Land Frontage,Land Depth
https://www.realtor.ca/real-estate/27250315/12-11-eaton-park-lane-toronto-e05-lamoreaux,849000,"12 - 11 EATON PARK LANE, Toronto E05, Ontario M1W0A5",BRANT LIU,647-867-0586,"T-ONE GROUP REALTY INC.,","1595 16TH AVE #204
RICHMOND HILL, Ontario L4B3N9",905-669-8881,http://www.t-onegroupca/,MLS? Number: E9238657,"This Stunning 3.5 Years Old Townhome Offers Bright & Spacious 2 Bedrooms In High Demand Prime Location. You Will Fall In Love With This Bright, Spacious, Modern, Open Concept Kitchen, Living & Dining Room Around Huge Windows & 2.5 Baths. Living/Dining Combined W/Large Windows With Clear View O/L Park. Tons Of Natural Light. Upgraded Gas Line, Laminate Floor, Extended Cabinet & Private Walk To Rooftop Terr. Close To Ttc Stop, Schools, Park, Plaza, Bridlewood Mall, Medical Clinics, Restaurants, Banks, Grocery Stores & Library. One Underground Parking Included. Don't Miss It!! (36488972)",Warden Ave / Bridletowne Circ,Single Family,Row / Townhouse,L'Amoreaux,Condominium/Strata,2605.14,,9 days,2,,3,Carpet Free,Central air conditioning,Forced air (Natural gas),"Brick, Brick Facing",,,Underground,"Dishwasher, Dryer, Refrigerator, Stove, Washer",Ceramic,,,Visitor Parking,,,,,,,
https://www.realtor.ca/real-estate/27250310/65-spadina-road-toronto-c02-annex,2550000,"65 SPADINA ROAD, Toronto C02, Ontario M5R2T1",YINAN XIA,905-909-0101,BAY STREET GROUP INC.,"8300 WOODBINE AVE STE 500
MARKHAM, Ontario L3R9Y7",905-909-0101,,MLS? Number: C9238663,"Welcome to the Annex! Detached legal triplex with 10 bedrooms & plenty of parking spaces! Updated electrical (3-100AMP meters) & plumbing, Updated Kitchens & Bathrooms. Coin operated laundry. Fully tenanted with lots of rent potential! Steps to Subway stations, U of T, Yorkville, Chinatown, shops & restaurants; Ideal for turnkey investor or end-users! Rarely available do not miss! **** EXTRAS **** 3-fridge, 3-stove, coin-operated dryer & washer; All Elfs & window coverings; HWT rental (36488973)",Spadina/Bloor,Single Family,Triplex,Annex,,11644.9,,9 days,9,1,3,,Wall unit,Hot water radiator heat (Natural gas),Brick Facing,2,34 x 130 FT,Detached Garage,,"Carpeted, Hardwood, Ceramic",Apartment in basement,N/A,,,Block,,Sanitary sewer,Municipal water,34 ft,130 ft
https://www.realtor.ca/real-estate/27250306/728-29-queens-quay-e-toronto-c01-waterfront-communities-c1,839800,"728 - 29 QUEENS QUAY E, Toronto C01, Ontario M5E0A4",JENN COSTIGAN,416-720-8080,STRATA REAL ESTATE,"340 KING ST EAST 4TH FLR
TORONTO, Ontario M5A1K8",416-720-8080,,MLS? Number: C9238654,"Welcome to luxury living at the prestigious Pier 27 waterfront condos. This stunning 1+den unit offers breathtaking south-west views of the water, creating a serene and picturesque living environment. With 775 square feet, this is one of the larger 1+den units available, featuring 10-foot high ceilings and floor-to-ceiling windows that enhance the spacious feel.The den can easily serve as a second bedroom or a home office, providing versatility to suit your lifestyle. Enjoy two full baths, ensuring convenience and comfort for you and your guests.The modern kitchen boasts extended upper cabinets, Caesarstone countertops, top-of-the-line Miele appliances, including a gas range, and a Sub-Zero fridge, making it a chef's dream. The hardwood flooring throughout adds a touch of elegance to the entire space. Mere steps to the Financial District, Transit, Union Station, parks, cafe's, shops, and restaurants. One parking space conveniently located next to the elevator and one locker included. Enjoy world class amenities and more!Don't miss the opportunity to own a piece of luxury at Pier 27, where every detail has been thoughtfully designed for upscale living. **** EXTRAS **** World Class Amenities Including Indoor & Outdoor Pool, Sauna, Fully-Equipped Gym, Party Room, Theatre Room, Car Wash, Guest Suites, BBQ Area, And Visitor Parking. (36488960)",Yonge/Queens Quay,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,4506.32,,9 days,1,1,2,"Balcony, Carpet Free, In suite Laundry",Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,"Dishwasher, Dryer, Hood Fan, Microwave, Range, Refrigerator, Washer, Window Coverings",Hardwood,,,"Security/Concierge, Exercise Centre, Party Room, Visitor Parking, Storage - Locker",Outdoor pool,,,,,,
https://www.realtor.ca/real-estate/27250255/436-gilbert-avenue-toronto-w03-caledonia-fairbank,1369900,"436 GILBERT AVENUE, Toronto W03, Ontario M6E4X3",JEREMY VIDAL,416-795-0713,RE/MAX ULTIMATE REALTY INC.,"1192 ST. CLAIR AVE WEST
TORONTO, Ontario M6E1B4",416-656-3500,http://www.remaxultimate.com/,MLS? Number: W9238630,"Huge 3-Bedroom + 4-Bath Home with Finished Basement Apartment and Rare 3-Car Garage Parking [2-Car Double Garage Via Rear Laneway + 1-Car Single Garage At The Front]! This 21-year-old home boasts 1,856 SQ FT With All the Modern Bells & Whistles. Designer Family Sized eat-in Kitchen Featuring Stainless Steel Appliances, Modern Backsplash, Quartz Counters with Overhang For Stools and Breakfast Area With A Walk Out To Deck & Private Backyard Oasis Ideal For BBQing & Entertaining. Convenient Main Floor Powder Room, Open Concept Living/Dining, Hardwood Floors Throughout, Primary Br Fits a King Size Bed W/Double Closet & 5-Pc Ensuite. Finished Basement Has Two Separate Entrances - A Side Door Entrance + Direct Garage Entrance & Shared Laundry Setup. Parking Wont Be a Concern With 3 Car Garage Parking. Convenient location 2 Blocks Away from the upcoming Eglinton LRT Caledonia Station and Brand-New Caledonia Go Station On The Barrie Go Line. Perfect First Home and Dynamite Investment. **** EXTRAS **** Laneway House Potential or Keep Existing Detached Garage/Workshop With Hydro: Ideal Studio/Maker Space for Creative Types Working From Home or Small Business Owners Looking For Storage. Great Subway Location on Eglinton Lrt! Must Be Seen! (36488885)",Eglinton/Caledonia,Single Family,House,Caledonia-Fairbank,Freehold,4897.11,,9 days,3,,4,,Central air conditioning,Forced air (Natural gas),"Brick, Stone",2,17.71 x 197.71 FT,Garage,"Central Vacuum, Blinds, Dryer, Refrigerator, Stove, Washer, Water Heater","Hardwood, Ceramic, Laminate","Apartment in basement, Separate entrance",N/A,,,Block,Semi-detached,Sanitary sewer,Municipal water,17 ft,197 ft
https://www.realtor.ca/real-estate/27250243/lph1-1080-bay-street-toronto-c01-bay-street-corridor,2399000,"LPH1 - 1080 BAY STREET, Toronto C01, Ontario M5S0A5",JULIA VISHNYAKOV,416-383-9525,RIGHT AT HOME REALTY,"130 QUEENS QUAY EAST #506
TORONTO, Ontario M5V3Z6",416-383-9525,,MLS? Number: C9238632,"Breathtaking south-east corner luxury penthouse unit in a prime downtown location at Bay and Bloor; steps from U of T, Yorkville and public transit. Stunning unobstructed panoramic south-east view of Lake Ontario and downtown Toronto skyline. 2 bathrooms, 2 bedrooms and a large den that can be a third bedroom. Professionally made closet organizers in bedrooms; walk-in closet in master bedroom. Two oversized wrap-around balconies, 399 sq ft total. Upgraded kitchen with full-size Miele appliances, pullout shelving in cabinets, granite island, granite countertops and backsplash. Crystal LED chandeliers and hardwood flooring throughout. Full size parking spot and locker, both located near elevator. 24-hour concierge, large courtyard, visitor parking, gym, sauna, library, party room, rooftop amenity space. Live in luxury in the downtown core! (36488875)",Bay and Bloor Street,Single Family,Apartment,Bay Street Corridor,Condominium/Strata,9441.82,1,9 days,2,1,2,"Balcony, Carpet Free, In suite Laundry",Central air conditioning,Forced air (Natural gas),Concrete,,,,Furniture,Hardwood,,,"Security/Concierge, Exercise Centre, Party Room, Visitor Parking, Storage - Locker",,,,,,,
https://www.realtor.ca/real-estate/27250131/603-346-the-west-mall-toronto-w08-etobicoke-west-mall,458000,"603 - 346 THE WEST MALL, Toronto W08, Ontario M9C1E5",LILIYA PAVLIV,905-565-9200,RIGHT AT HOME REALTY,"480 EGLINTON AVE W #34
MISSISSAUGA, Ontario L5R0G2",905-565-9200,http://www.rightathomerealty.ca/,MLS? Number: W9238585,"Welcome To This Inviting Bright And Spacious Apartment In Bloordale Village. Very Well-maintained Building With Recent Improvements Conveniently Located Close To TTC, HWY's, Shopping, Airport, Downtown Toronto, Parks And School. Lovely Unit With Newer Modern Kitchen, Large Open Concept Dining And Living With Walk Out To Huge Balcony With Unobstructed West View, Ensuit Laundry, Huge Bedroom With Big Separate Den With Window, Wall A/C Unit. Newer Windows With Build-In Roller Blinds. Property Taxes, Water And Heat Included In Very Low Maintenance Fee. Ready To Move In Condition, Just Bring Your Love And Enjoy Your Affordable Living In Desired Location In The Heart Of Etobicoke! (36488716)",The West mall And Bloor St,Single Family,Apartment,Etobicoke West Mall,Shares in Co-operative,0,1,9 days,1,1,1,"Balcony, Carpet Free",Wall unit,Baseboard heaters,Brick,,,,"Refrigerator, Stove","Tile, Parquet",,,Visitor Parking,,,,,,,
https://www.realtor.ca/real-estate/27250124/2113-55-harbour-square-toronto-c01-waterfront-communities-c1,1250000,"2113 - 55 HARBOUR SQUARE, Toronto C01, Ontario M5J2L1",MARK ROSEN,416-391-3232,RIGHT AT HOME REALTY,"1396 DON MILLS RD UNIT B-121
TORONTO, Ontario M3B0A7",416-391-3232,http://www.rightathomerealty.com/,MLS? Number: C9238590,"Welcome to Suite 2113 at the Coveted 55 Harbour Square! This Spacious Suite is Laid out Over 1725 Sq.Ft., with 2 Large Sleeping Suites, Plus a Very Large Family Room/Den, which can be used as a 3RD Bedroom. Overlooking the Beautiful Green Terrace & City Views, Suite 2113 has Windows in Every Room, for an Abundance of Natural Light. This is One of The Best Layouts in the Building, with Great Flow that Makes You Feel Like You're Living in a House Bungalow. The Amenities are Incredible....Saltwater Indoor Pool, Gym, Sauna's, Guest Suites, Billiards Room, Party Room, 30K Sq.Ft. Private Resident Terrace, with BBQ's, Muskoka Chairs and More Grass & Trees than in most Parks. There is even a Shuttle Bus that Takes You up Bay Street, with 24 Hr. Concierge, Racquet Ball Court, and Private Resident Bar. Maintenance is only $0.86/sq.ft., and Includes ALL Utilities and Cable TV. Parking & Locker are also included! A Must See That Won't Last Long! **** EXTRAS **** Eat in Kitchen, with Stainless Steel Oven, Dishwasher, Microwave, Fridge/Freezer, Window Coverings, Light Fixtures, 1 Parking and 1 Locker (36488714)",Bay Street & Queen's Quay,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,6786,,9 days,2,1,2,Balcony,Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,,Ceramic,,,"Security/Concierge, Exercise Centre, Party Room, Sauna, Visitor Parking, Storage - Locker",Indoor pool,Concrete,,,,,
https://www.realtor.ca/real-estate/27250029/1209-335-driftwood-avenue-toronto-w05-black-creek,399998,"1209 - 335 DRIFTWOOD AVENUE, Toronto W05, Ontario M3N2P3",VELIA ROMO SANCHEZ,905-455-5100,HOMELIFE/MIRACLE REALTY LTD,"821 BOVAIRD DR WEST #31
BRAMPTON, Ontario L6X0T9",905-455-5100,,MLS? Number: W9238553,"Attention First Time Home Buyers, This 2 Bedroom Penthouse Is Well Maintained Affordable And With Lots Of Sunlight. Open Concept Living/Dining Room. No Carpet In The Unit. Good-Sized Bedrooms. Ensuite Laundry. This Unit Located In Conveniently To All Amenities, Community Centre, Library, Schools, York University, Supermarket, Shopping Center, Minutes To Highways 407/400, Black Creek Subway, LRT on Finch Street. TTC At Door Steps. Utilities Included In Maintenance Fee. **** EXTRAS **** S/S Fridge, Stove (as is condition), Washer/Dryer, All Elfs. (36488582)",Steeles & Jane,Single Family,Apartment,Black Creek,Condominium/Strata,752.91,,9 days,2,,1,Balcony,,Baseboard heaters (Electric),"Brick, Concrete",,,Underground,,"Laminate, Tile",,,"Party Room, Visitor Parking",Outdoor pool,,,,,,
https://www.realtor.ca/real-estate/27250020/312-50-power-street-toronto-c08-moss-park,449000,"312 - 50 POWER STREET, Toronto C08, Ontario M5A0V3",SAIVENKATA GOLLU,416-268-5477,GET HOME REALTY INC.,"218 EXPORT BLVD #405
MISSISSAUGA, Ontario L5S1Y4",905-565-9933,http://www.gethomerealty.ca/,MLS? Number: C9238566,"Welcome To The """"Home On Power"""" Built By Great Gulf. AGRESSIVELY Priced Lower Than $1000/Sf, South-Facing 484 Square Feet Light Filled Unit #312 With A 9-Feet Ceiling And 97 Square Feet Balcony For You To Enjoy. Special Feature *A Spacious Bathroom That Is Wheelchair Accessible* Located In The Centre Of One Of Toronto's Most Vibrant Neighbourhoods. Retail Conveniently Located In The Building. Close To Highway, And TTC At The Doorstep. Walking Distance To Shops, Restaurants, And Distillery District. (36488586)",Parliament/Richmond St.E.,Single Family,Apartment,Moss Park,Condominium/Strata,1523.93,0,9 days,1,,1,"Balcony, In suite Laundry",Central air conditioning,Forced air (Natural gas),Concrete,,,,"Dishwasher, Microwave, Refrigerator, Stove",,,,Storage - Locker,,,,,,,
https://www.realtor.ca/real-estate/27250021/319-128-fairview-mall-drive-toronto-c15-don-valley-village,598000,"319 - 128 FAIRVIEW MALL DRIVE, Toronto C15, Ontario M2J2Z1",CHRISTINE ZHANG,416-490-1177,HOMELIFE NEW WORLD REALTY INC.,"201 CONSUMERS RD., STE. 205
TORONTO, Ontario M2J4G8",416-490-1177,http://www.homelifenewworld.com/,MLS? Number: C9238567,"LOCATION! Sun-filled Large 2 Bedroom, 2 Baths, Comer Unit. 765Sq.Ft. 9.5'Ceiling. Across From Fairview Mall. Sunbathing Balcony. Laminate Flr Thru-Out,Quartz Counter,Textured High-Gloss Kitchen Cabinets, Spa-Inspired Bathrm W/Deep Soaker Tub. Steps To Ttc/Subway,Hwy 404/401. Urban Amenities:Outside Patio,Games Rm,Guest Suite,Yoga Rm,Gym,Wifi Lounge, Meet The Needs Of Young Professionals. A MUST SEE ! **** EXTRAS **** Fridge, Stove, B/I Microwave, Range Hood, Dishwasher, Washer & Dryer. All Electrical Light Fixtures. All existing window covering. (36488588)",First Service Residential,Single Family,Apartment,Don Valley Village,Condominium/Strata,2789.63,,9 days,2,,2,,Central air conditioning,Forced air (Natural gas),"Brick Facing, Concrete",,,Underground,Garage door opener remote(s),,,,"Security/Concierge, Recreation Centre, Exercise Centre, Party Room, Visitor Parking",,,,,,,
https://www.realtor.ca/real-estate/27249976/3127-5-mabelle-avenue-toronto-w08-islington-city-centre-west,599000,"3127 - 5 MABELLE AVENUE, Toronto W08, Ontario M9A0C8",MARTIN XIAOLIANG CHEN,905-305-1600,HOMELIFE LANDMARK REALTY INC.,"7240 WOODBINE AVE UNIT 103
MARKHAM, Ontario L3R1A4",905-305-1600,http://www.homelifelandmark.com/,MLS? Number: W9238551,"Welcome to your dream home in the heart of Toronto! This immaculate 1+den condo offers the perfect blend of luxury, comfort, and awe-inspiring views of the iconic Toronto skyline. Revel in an open-concept living space that seamlessly combines style and functionality, featuring soaring 9-foot ceilings that amplify the airy, expansive feel. Indulge in world-class amenities, including a state-of-the-art fitness center, an indoor pool, a stylish party room, and 24-hour concierge service. With the subway station just steps away, enjoy effortless access to all that Toronto has to offer. (36488527)",Islington & Bloor,Single Family,Apartment,Islington-City Centre West,Condominium/Strata,2505.19,,9 days,1,1,2,"Balcony, Carpet Free, In suite Laundry",Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,"Dishwasher, Dryer, Refrigerator, Stove, Washer",,,,Storage - Locker,,,,,,,
https://www.realtor.ca/real-estate/27249944/16-37-drewry-avenue-toronto-c07-newtonbrook-west,699000,"16 - 37 DREWRY AVENUE, Toronto C07, Ontario M2M0B4",SIVAJAN GUNASINGAM,416-391-3232,RIGHT AT HOME REALTY,"1396 DON MILLS RD UNIT B-121
TORONTO, Ontario M3B0A7",416-391-3232,http://www.rightathomerealty.com/,MLS? Number: C9238528,"2018 Build. 6 Year Old Townhome. 2 Storey. Bright Corner Unit With Functional Layout & Upgrades. Oak Hardwood Floor In Living/Dining. Granite Counter With Breakfast Bar, Pendant Lighting, Backsplash, Double Undermount Sink, Corner Kitchen Shelf, Updated Entry Stairs. Plywood In Wall For TV Mount & Conduit. Prime Location. Doorstep To Transit. 10 Minute Walk To Finch Station (GO, TTC, YRT). Proposed Future Cummer Stn On Yonge Line! Close Proximity To Colleges And Universities. Quick Commute To York University, TMU, UofT. Close To Schools, Community Center, Parks, Trails, Supermarkets And Restaurants. Highly Sought End Unit """"Carlyle"""" Floorplan. Ensuite Laundry. 9Ft Ceiling On Main Floor. Includes 1 Underground Parking And Visitor Parking Available. Great Opportunity For First Time Home Buyers & Investors! (36488472)",YONGE ST / DREWRY AVE,Single Family,Row / Townhouse,Newtonbrook West,Condominium/Strata,3519.22,,9 days,2,,2,In suite Laundry,Central air conditioning,Forced air (Natural gas),Brick,,,Underground,"Water Heater, Dishwasher, Dryer, Microwave, Refrigerator, Stove, Washer","Hardwood, Carpeted",,,Visitor Parking,,,,,,,
https://www.realtor.ca/real-estate/27249945/505b-330-richmond-street-w-toronto-c01-waterfront-communities-c1,799975,"505B - 330 RICHMOND STREET W, Toronto C01, Ontario M5V0M4",MARC ATKINS,416-226-3905,MARQUIS REAL ESTATE CORPORATION,"50 JOHN ST #1304
TORONTO, Ontario M5V3T5",416-226-3905,http://www.marquisrealtor.com/,MLS? Number: C9238531,"Luxury Greenpark built like none other. Mature building with all amenities open and ready. Shared bbq's on roof top with outdoor pool, another outdoor terrace with bbq's; pet spa; public paid parking; enclosed loading dock; circular entry drive off Richmond; security guard and system; parcel room; one locker. *****PLEASE NOTE THAT CONDO FEES ARE BEING HELD AS IS UNTIL THE END OF THE FISCAL YEAR FEB 28, 2025*****THATS ZERO PERCENT INCREASE*****Amenities galore: gym; yoga room; media room; games room; three combined event rooms with full kitchen, wet bars, dining room and lounges; outdoor terrace; wifi also included in condo fees. **** EXTRAS **** includeds one parking and one locker (36488476)",Richmond/Peter,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,3941.24,,9 days,2,,1,Balcony,Central air conditioning,,Concrete,,,Underground,"Oven - Built-In, Dryer, Washer, Window Coverings",,,,"Exercise Centre, Party Room, Storage - Locker",Outdoor pool,,,,,,
https://www.realtor.ca/real-estate/27249871/1604-100-prudential-drive-toronto-e04-dorset-park,479999,"1604 - 100 PRUDENTIAL DRIVE, Toronto E04, Ontario M1P4V4",MD SAIDUR RAHMAN,416-289-3000,HOMELIFE/MIRACLE REALTY LTD,"22 SLAN AVENUE
TORONTO, Ontario M1G3B2",416-289-3000,,MLS? Number: E9238514,"Welcome to our beautiful spacious 2 Bedroom Condo with Locker, one underground parking, walkout to Balcony. The Balcony is under construction. It is close to Scarborough Town Centre, Banking, Schools, Place of Worship, Hospital and Midland RT. Ideal for First Time Home Buyers. **** EXTRAS **** Fridge, Stove, Range Hood, Washer, Dryer and all Elf. (36488385)",Midland Ave & Lawrence Ave East,Single Family,Apartment,Dorset Park,Condominium/Strata,966.09,,9 days,2,,1,Balcony,Central air conditioning,Forced air (Natural gas),Brick,,,Underground,,,,,"Sauna, Visitor Parking, Storage - Locker",Indoor pool,Concrete,,,,,
https://www.realtor.ca/real-estate/27249869/632b-505-richmond-street-w-toronto-c01-waterfront-communities-c1,1124000,"632B - 505 RICHMOND STREET W, Toronto C01, Ontario M5V0P4",MARC ATKINS,416-226-3905,MARQUIS REAL ESTATE CORPORATION,"50 JOHN ST #1304
TORONTO, Ontario M5V3T5",416-226-3905,http://www.marquisrealtor.com/,MLS? Number: C9238525,"Award Winning in Canada, Ontario, and Toronto. Luxury like none other. Mature building with all amenities open and ready. Must see to experience. Split bedroom with plenty of living space facing south with no obstructions. A large open balcony with gas bbq and water to enjoy the outside as much as you will enjoy the inside. Amenities include: gym; two combined event rooms with full kitchen, wet bars, dining room and lounges; outdoor terrace; roof-top terrace with 2 bbq's; pet spa; public paid parking; enclosed loading dock; security guard and system; parcel room. Seller is motivated. Bring all offers. **** EXTRAS **** one parking and one locker (36488394)",Richmond St W / Brant,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,4306.04,,9 days,2,,2,In suite Laundry,Central air conditioning,,Brick,,,Underground,"Oven - Built-In, Dishwasher, Dryer, Freezer, Hood Fan, Microwave, Oven, Refrigerator, Stove, Washer, Window Coverings",,Apartment in basement,N/A,"Security/Concierge, Exercise Centre, Recreation Centre, Storage - Locker",,,,,,,
https://www.realtor.ca/real-estate/27249867/3910-11-wellesley-street-w-toronto-c01-bay-street-corridor,517888,"3910 - 11 WELLESLEY STREET W, Toronto C01, Ontario M4Y0G4",ANU ARYA,416-747-9777,HOMELIFE/MIRACLE REALTY LTD,"11A-5010 STEELES AVE. WEST
TORONTO, Ontario M9V5C6",416-747-9777,,MLS? Number: C9238517,"Location! Location! Location! Luxury Condo """"Wellesley On The Park"""" At The Heart Of Downtown. Gorgeous Sunrise View Everyday! Large Balcony With Great Views. Steps To U Of T & Ryerson Of U, Wellesley Subway, 24Hrs Supermarket, Yorkville Shops & Financial Districts, And Much More. **** EXTRAS **** S/S Range And Oven, S/S Microwave With Built-In Fan Hood, Fridge, Washer/Dryer (36488384)",Yonge And Wellesley,Single Family,Apartment,Bay Street Corridor,Condominium/Strata,1938.44,0,9 days,,,1,Balcony,Central air conditioning,Forced air (Natural gas),Concrete,,,,,Laminate,,,,,,,,,,
https://www.realtor.ca/real-estate/27249802/617-100-dundalk-drive-toronto-e04-dorset-park,444000,"617 - 100 DUNDALK DRIVE, Toronto E04, Ontario M1P4V2",KALPIT PATEL,647-838-6793,SAVE MAX BULLS REALTY,"145 CLARENCE ST UNIT 29
BRAMPTON, Ontario L6W1T2",905-699-6700,,MLS? Number: E9238492,"Welcome to 617, 100 Dundalk Drive! Specious two-bedroom condo in a prime location near 401 & Kennedy Rd. This condo features a newly renovated kitchen and bathroom. A Walk out to the Large balcony. Unhindered Views. The building is family-friendly and has a playground in the back. Public transportation is just a short walk away. It offers convenient access to amenities such as Kennedy Commons Plaza, Costco, Metro, Highland Farms, 401, Scarborough LRT/TTC, Scarborough Town Centre, shops, restaurants, walking distance to schools, and parks. (36488294)",KENNEDY RD AND HWY 401,Single Family,Apartment,Dorset Park,Condominium/Strata,912,,9 days,2,,1,Balcony,Window air conditioner,Baseboard heaters (Electric),Brick,,,Underground,"Refrigerator, Stove, Window Coverings",,,,"Party Room, Visitor Parking, Sauna",,,,,,,
https://www.realtor.ca/real-estate/27249800/1555-kingston-road-toronto-e06-birchcliffe-cliffside,599000,"1555 KINGSTON ROAD, Toronto E06, Ontario M1N1R9",SAM MAROGY,905-642-0001,CENTURY 21 LEADING EDGE REALTY INC.,"6311 MAIN STREET
STOUFFVILLE, Ontario L4A1G5",905-642-0001,https://leadingedgerealty.c21.ca/,MLS? Number: E9238489,"An Amazing opportunity to live and work when you save time and money on your transporation , this new renovated unit features 3 separate entrances , Main floor with one room (Can be converted to an open space) with living , kitchen and 3 PC washroom and walk out to patio , second floor comes with 3 rooms , 3 PC washroom and Small kitchenette and walkout to balcony , lower level comes with one room , full kitchen and 3 PC washroom with a full walk out , makes this place perfect for a live and work concept when you can also generate an income from the basement , great unit for an investor when you can lease all 3 levels separately and take an advantage of the upcoming projects in the area. **** EXTRAS **** Seller is willing to offer VTB**Heat Type- Forced air gas & electric baseboards (36488289)",Kingston Rd & Warden Ave,Single Family,House,Birchcliffe-Cliffside,Freehold,2192.04,,9 days,3,,3,,Wall unit,Forced air (Natural gas),Brick,2,17.33 x 125.16 FT,Attached Garage,"Dishwasher, Dryer, Microwave, Range, Refrigerator, Stove, Washer","Hardwood, Vinyl, Tile",Separate entrance,N/A (Finished),,,Unknown,Detached,Sanitary sewer,Municipal water,17 ft,125 ft
https://www.realtor.ca/real-estate/27249699/2210-20-richardson-street-toronto-c08-waterfront-communities-c8,799900,"2210 - 20 RICHARDSON STREET, Toronto C08, Ontario M5V0S6",AMIR NAHVI,647-229-5058,"NAVE REAL ESTATE, BROKERAGE INC.","8199 YONGE ST UNIT 301
THORNHILL, Ontario L3T2C6",905-556-3232,http://www.naverealestate.com/,MLS? Number: C9238474,"Downtown Toronto's Best Value! This condo offers an incredibly functional layout paired with high-end finishes and appliances. The prime location allows you to walk to everything grocery stores, coffee shops, restaurants, Sugar Beach, St. Lawrence Market, top colleges, and all the entertainment that Harbourfront has to offer. The creative use of space make this unit extremely practical, providing a spacious feel in every corner. Don't miss this opportunity to own a piece of Toronto's vibrant downtown! **** EXTRAS **** Co-listing EXP Realty Brokerage, Hamed Bagherzadeh (36488173)",Lower Jarvis & Queens Quay E,Single Family,Apartment,Waterfront Communities C8,Condominium/Strata,3500,,9 days,2,,2,"Balcony, In suite Laundry",Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,,Laminate,,,Storage - Locker,,,,,,,
https://www.realtor.ca/real-estate/27249696/311-1-falaise-road-toronto-e10-west-hill,474900,"311 - 1 FALAISE ROAD, Toronto E10, Ontario M1E0B9",VANESSA HOPMAN,905-723-5944,"KELLER WILLIAMS ENERGY REAL ESTATE, BROKERAGE","285 TAUNTON RD E UNIT 1A
OSHAWA, Ontario L1G3V2",905-723-5944,,MLS? Number: E9238442,"*Motivated Seller* Attention first time home buyers and investors this 570sq ft condo is perfect for you! This gorgeous 1 bed plus den, 1 bath apartment 'Cupcake Model"""" is less than 3 yrs old in the 'Sweetlife' condo building. The condo features quartz counters with an under mount sink in the kitchen, granite counters in bathroom, upgraded laminate and ceramic flooring (carpet free), ensuite laundry, stainless steel appliances & an open balcony off of the living room that is perfect for enjoying your morning coffee with views of the courtyard. Your bedroom has double sliding doors for privacy or they can be open to your kitchen & living area. The main area of this unit is very bright with north-west views. The den is perfect for a reading nook or home office. Shelf Genie are installed in cabinets. This unit has low maintenance fees ($281.56/month) and includes heat, building insurance, common elements and 1 underground parking space. Building amenities include a gym, meeting/party room and maintained courtyard. Located close to restaurants, shopping, GO/VIA, 401, great parks, schools including Scarborough Campus for University of Toronto and Centennial College and the TTC. (36488138)",Kingston Rd/ Morningside,Single Family,Apartment,West Hill,Condominium/Strata,1902.67,,9 days,1,1,1,"Balcony, Carpet Free, In suite Laundry",Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,"Dishwasher, Dryer, Refrigerator, Stove, Washer",Laminate,,,"Exercise Centre, Party Room",,,,,,,
https://www.realtor.ca/real-estate/27249588/2006-716-the-west-mall-drive-toronto-w08-eringate-centennial-west-deane,595900,"2006 - 716 THE WEST MALL DRIVE, Toronto W08, Ontario M9C4X6",JAY SHARMA,905-695-6195,FOREST HILL REAL ESTATE INC.,"9001 DUFFERIN ST UNIT A9
THORNHILL, Ontario L4J0H7",905-695-6195,,MLS? Number: W9238437,"***Renovated & Move-In Ready *** penthouse luxury unit is located in a wonderful family friendly neighbourhood and centrally located. Thoroughly updated in 2024, this unit offers stunning views of downtown Toronto from your closed balcony. Open concept living, dining and kitchen are perfect for entertaining with laminate floors throughout. 2 full bedrooms are generous in size and the den is a versatile space to be used as a home office, extra bedroom or guest room! Amenities include indoor/outdoor pools, basketball courts, a large gym, cardio room, party room & guest suites. Conveniently located near Rathburn & 427, close to schools, public transit, centennial park, Sherway Gardens Mall and recreation centre/arena. **** EXTRAS **** Building Renovated With Upgraded Hallway, Lobby & Elevators-Looks Like A Hotel! Super well Maintained Building. Included 1Parking And Ensuite Locker! All Inclusive Maintenance Fees All Utilities, Cable TV & Internet. (36488025)",427/Rathburn/The West Mall,Single Family,Apartment,Eringate-Centennial-West Deane,Condominium/Strata,1425,,9 days,2,1,1,Balcony,Central air conditioning,Forced air (Natural gas),Brick,,,Underground,"Dryer, Washer, Window Coverings","Laminate, Ceramic",,,"Car Wash, Exercise Centre",Indoor pool,,,,,,
